,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,MonthClaimed_int,DayOfWeekClaimed_int
6956,Feb,3,Tuesday,Pontiac,Rural,Friday,Feb,3,Male,Single,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9647,1,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,1 year,1 vehicle,1995,All Perils,2,5
6957,Feb,2,Tuesday,Toyota,Urban,Friday,Feb,3,Female,Single,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9942,4,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,5
6958,Feb,3,Thursday,Pontiac,Urban,Friday,Feb,3,Male,Married,76,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9958,13,400,3,more than 30,more than 30,none,7 years,over 65,No,Yes,External,none,no change,1 vehicle,1995,All Perils,2,5
6959,Feb,2,Friday,Toyota,Urban,Friday,Feb,3,Male,Married,72,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,10031,6,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,Yes,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,5
6960,Feb,2,Monday,Pontiac,Urban,Friday,Feb,3,Female,Single,51,Third Party,Sedan - All Perils,Sedan,less than 20000,0,10085,2,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,2,5
6961,Feb,3,Thursday,Honda,Urban,Friday,Feb,3,Male,Married,35,Policy Holder,Sport - Collision,Sport,more than 69000,1,10157,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,5
6962,Feb,3,Friday,Mazda,Urban,Friday,Feb,3,Male,Married,30,Third Party,Sedan - Collision,Sedan,more than 69000,0,10180,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,5
6963,Jan,4,Wednesday,Mazda,Urban,Friday,Feb,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10477,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,5
6964,Feb,3,Tuesday,Pontiac,Urban,Friday,Feb,3,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10490,3,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,5
6965,Feb,3,Monday,Toyota,Urban,Friday,Feb,3,Male,Single,26,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10635,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,2,5
6966,Feb,3,Monday,Honda,Urban,Friday,Feb,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,10636,7,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision,2,5
6967,Feb,3,Sunday,Honda,Urban,Sunday,Feb,3,Male,Married,63,Policy Holder,Sport - Collision,Sport,more than 69000,1,10223,12,400,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,2,7
6968,Feb,3,Saturday,Pontiac,Urban,Sunday,Feb,3,Male,Married,48,Third Party,Sedan - Liability,Sport,30000 to 39000,0,10779,15,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,7
6969,Jan,3,Thursday,Mazda,Urban,Monday,Feb,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6340,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,1
6970,Feb,3,Friday,Toyota,Rural,Monday,Feb,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6812,2,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,1
6971,Feb,3,Saturday,Honda,Urban,Monday,Feb,4,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6813,7,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,1
6972,Feb,4,Monday,Toyota,Rural,Monday,Feb,4,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6819,10,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,1
6973,Jan,2,Monday,Toyota,Urban,Monday,Feb,4,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7097,14,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2,1
6974,Jan,5,Sunday,Toyota,Urban,Monday,Feb,4,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7205,10,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,2,1
6975,Feb,4,Friday,Toyota,Urban,Monday,Feb,4,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7300,9,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2,1
6976,Feb,1,Saturday,Accura,Urban,Monday,Feb,4,Male,Married,32,Policy Holder,Utility - All Perils,Utility,more than 69000,0,7372,10,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,2 vehicles,1995,All Perils,2,1
6977,Feb,2,Monday,Pontiac,Urban,Monday,Feb,4,Female,Divorced,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7438,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,1
6978,Feb,4,Tuesday,Pontiac,Urban,Monday,Feb,4,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7808,8,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,2,1
6979,Feb,3,Wednesday,Pontiac,Urban,Monday,Feb,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8498,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2,1
6980,Feb,3,Wednesday,Honda,Urban,Monday,Feb,4,Female,Married,53,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,8628,13,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,1
6981,Feb,3,Monday,Chevrolet,Urban,Monday,Feb,4,Female,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8651,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2,1
6982,Feb,3,Tuesday,Mercury,Urban,Monday,Feb,4,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8775,11,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,3 to 4,1995,Collision,2,1
6983,Feb,4,Monday,Pontiac,Urban,Monday,Feb,4,Female,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8789,1,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,1
6984,Feb,3,Tuesday,Saturn,Urban,Monday,Feb,4,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10108,9,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,2,1
6985,Feb,3,Saturday,Accura,Urban,Monday,Feb,4,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10148,15,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,2,1
6986,Feb,3,Thursday,Pontiac,Urban,Monday,Feb,4,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,10156,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,2,1
6987,Feb,4,Friday,Honda,Urban,Monday,Feb,4,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,10336,12,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,1
6988,Feb,4,Friday,Toyota,Urban,Monday,Feb,4,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,10344,11,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision,2,1
6989,Feb,4,Monday,Pontiac,Urban,Monday,Feb,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10346,16,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,2,1
6990,Feb,1,Tuesday,Toyota,Urban,Monday,Feb,4,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,10498,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,1
6991,Feb,3,Friday,Pontiac,Urban,Monday,Feb,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,10778,13,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,1
6992,Feb,4,Monday,Chevrolet,Urban,Monday,Feb,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10948,11,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1995,Liability,2,1
6993,Feb,3,Tuesday,Toyota,Urban,Monday,Feb,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11116,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2,1
6994,Jan,2,Thursday,Mazda,Urban,Monday,Feb,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11259,16,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,1
6995,Feb,3,Monday,Toyota,Urban,Tuesday,Feb,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7005,4,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2,2
6996,Feb,3,Sunday,Toyota,Urban,Tuesday,Feb,4,Male,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7080,10,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Liability,2,2
6997,Feb,2,Tuesday,Accura,Urban,Tuesday,Feb,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,7089,3,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,2,2
6998,Feb,3,Sunday,Honda,Urban,Tuesday,Feb,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7103,15,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
6999,Feb,3,Friday,Honda,Urban,Tuesday,Feb,4,Female,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7297,2,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7000,Feb,3,Saturday,Toyota,Urban,Tuesday,Feb,4,Male,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7881,12,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7001,Feb,4,Monday,Mazda,Urban,Tuesday,Feb,4,Male,Married,41,Third Party,Sedan - Liability,Sport,30000 to 39000,0,8788,16,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,2,2
7002,Feb,4,Tuesday,Toyota,Rural,Tuesday,Feb,4,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9140,11,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,Yes,External,3 to 5,no change,1 vehicle,1995,All Perils,2,2
7003,Feb,4,Monday,Honda,Urban,Tuesday,Feb,4,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9164,12,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7004,Feb,3,Monday,Honda,Rural,Tuesday,Feb,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9471,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,2
7005,Feb,4,Monday,Pontiac,Rural,Tuesday,Feb,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9616,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7006,Feb,1,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9645,12,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,2
7007,Feb,3,Monday,Accura,Rural,Tuesday,Feb,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9759,1,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995,Liability,2,2
7008,Feb,3,Sunday,Pontiac,Urban,Tuesday,Feb,4,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9811,14,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7009,Feb,2,Tuesday,Toyota,Urban,Tuesday,Feb,4,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9948,16,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,2,2
7010,Feb,3,Tuesday,Mazda,Rural,Tuesday,Feb,4,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,10101,6,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7011,Feb,3,Monday,Pontiac,Rural,Tuesday,Feb,4,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,10224,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2,2
7012,Feb,3,Monday,Mazda,Rural,Tuesday,Feb,4,Male,Married,69,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10226,2,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,2
7013,Feb,3,Wednesday,Honda,Urban,Tuesday,Feb,4,Male,Married,35,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10271,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2,2
7014,Feb,3,Saturday,Pontiac,Urban,Tuesday,Feb,4,Male,Single,20,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10347,1,400,1,more than 30,more than 30,none,2 years,21 to 25,Yes,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,2
7015,Feb,2,Friday,Pontiac,Urban,Tuesday,Feb,4,Female,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10444,8,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,2,2
7016,Feb,2,Wednesday,Mazda,Urban,Tuesday,Feb,4,Male,Married,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10474,16,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,2,2
7017,Feb,4,Monday,Mazda,Urban,Tuesday,Feb,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10489,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,2,2
7018,Feb,3,Friday,Mazda,Urban,Tuesday,Feb,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10637,5,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2,2
7019,Feb,3,Friday,Toyota,Urban,Tuesday,Feb,4,Female,Single,35,Policy Holder,Sedan - Liability,Sport,less than 20000,0,10730,6,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,2
7020,Feb,2,Thursday,Pontiac,Urban,Tuesday,Feb,4,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11047,10,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision,2,2
7021,Feb,3,Monday,Honda,Urban,Wednesday,Feb,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6213,12,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,3
7022,Feb,4,Wednesday,Saturn,Urban,Wednesday,Feb,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,7003,16,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,3
7023,Feb,3,Sunday,Pontiac,Urban,Wednesday,Feb,4,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,7081,2,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2,3
7024,Feb,2,Saturday,Chevrolet,Urban,Wednesday,Feb,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7084,2,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,3
7025,Feb,4,Monday,Chevrolet,Urban,Wednesday,Feb,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7102,15,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2,3
7026,Feb,4,Monday,Chevrolet,Urban,Wednesday,Feb,4,Male,Single,46,Policy Holder,Utility - All Perils,Utility,more than 69000,0,7474,13,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,3
7027,Feb,4,Tuesday,Pontiac,Urban,Wednesday,Feb,4,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7794,3,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,3
7028,Feb,3,Monday,Pontiac,Urban,Wednesday,Feb,4,Female,Divorced,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8576,2,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,2,3
7029,Feb,4,Tuesday,Honda,Urban,Wednesday,Feb,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8767,16,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,3
7030,Feb,4,Tuesday,Mazda,Urban,Wednesday,Feb,4,Male,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9165,14,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,2,3
7031,Feb,1,Saturday,Pontiac,Urban,Wednesday,Feb,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9301,11,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,2,3
7032,Feb,3,Thursday,Honda,Urban,Wednesday,Feb,4,Male,Single,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10149,12,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision,2,3
7033,Feb,3,Friday,Toyota,Urban,Wednesday,Feb,4,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10173,1,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,3
7034,Feb,2,Tuesday,Chevrolet,Urban,Wednesday,Feb,4,Female,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10327,13,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2,3
7035,Feb,3,Wednesday,Toyota,Urban,Wednesday,Feb,4,Female,Single,33,Third Party,Sedan - Liability,Sport,more than 69000,0,10412,2,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,3
7036,Feb,4,Tuesday,Toyota,Urban,Wednesday,Feb,4,Male,Married,64,Third Party,Sedan - All Perils,Sedan,less than 20000,0,10468,12,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2,3
7037,Feb,4,Wednesday,Honda,Urban,Wednesday,Feb,4,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11046,14,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision,2,3
7038,Feb,4,Tuesday,Mazda,Urban,Thursday,Feb,4,Male,Single,28,Third Party,Sport - Collision,Sport,more than 69000,0,7002,10,400,4,more than 30,more than 30,none,5 years,31 to 35,No,Yes,External,1 to 2,no change,1 vehicle,1995,Collision,2,4
7039,Feb,1,Monday,Chevrolet,Urban,Thursday,Feb,4,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7090,9,500,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1995,All Perils,2,4
7040,Feb,1,Thursday,Toyota,Urban,Thursday,Feb,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,7092,7,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2,4
7041,Jul,4,Saturday,Toyota,Urban,Thursday,Feb,4,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,7206,12,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,4
7042,Feb,3,Friday,Mazda,Urban,Thursday,Feb,4,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7298,8,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,4
7043,Feb,4,Tuesday,Honda,Urban,Thursday,Feb,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7430,5,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,2,4
7044,Jan,2,Friday,Toyota,Urban,Thursday,Feb,4,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8087,1,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,2,4
7045,Feb,4,Wednesday,VW,Rural,Thursday,Feb,4,Male,Married,52,Third Party,Sedan - All Perils,Sedan,more than 69000,0,8647,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,4
7046,Dec,4,Tuesday,Toyota,Urban,Thursday,Feb,4,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8784,2,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,2,4
7047,Feb,3,Sunday,Pontiac,Urban,Thursday,Feb,4,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8810,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,4
7048,Feb,4,Thursday,Accura,Urban,Thursday,Feb,4,Male,Married,47,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8961,11,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,4
7049,Feb,4,Thursday,Mazda,Urban,Thursday,Feb,4,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9756,12,400,2,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,4
7050,Feb,1,Thursday,Chevrolet,Urban,Thursday,Feb,4,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,9814,9,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,4
7051,Feb,3,Friday,Saturn,Urban,Thursday,Feb,4,Male,Married,46,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,10170,9,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,Internal,3 to 5,no change,1 vehicle,1995,Collision,2,4
7052,Feb,3,Saturday,Accura,Urban,Thursday,Feb,4,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,10184,8,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,2,4
7053,Feb,4,Tuesday,Mazda,Urban,Thursday,Feb,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10248,2,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,2,4
7054,Feb,3,Monday,Pontiac,Urban,Thursday,Feb,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,10255,9,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,4
7055,Feb,4,Tuesday,Toyota,Urban,Thursday,Feb,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,10260,10,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,2,4
